seller_id,seller_name,country,business_type,industry,registration_date,annual_revenue
S101756,"Edwards, Lane and Collins",Australia,Private Limited,Books,2022-12-01,937318.0
S101757,Flores and Sons,UK,LLP,Beauty,2025-07-27,6022425.0
S101758,Hill-Flores,India,LLP,Books,2024-12-20,1338937.0
S101759,Lambert-Nelson,Canada,Private Limited,Home,2025-07-10,3124382.0
S101760,Hill Inc,Singapore,Individual,Sports,2026-03-22,2854075.0
S101761,"Castro, Garcia and Daniels",Canada,LLP,Home,2023-10-10,5101155.0
S101762,"Flores, Thomas and Bush",UK,LLP,Electronics,2024-12-30,9781567.0
S101763,Andrews-Jackson,UK,Private Limited,Electronics,2022-10-08,8743462.0
S101764,Austin-Morgan,UK,LLP,Home,2024-09-20,6962120.0
S101765,Williams-Johnson,UK,Private Limited,Electronics,2023-03-23,2643001.0
S101766,"Williams, Reyes and Miller",Canada,Private Limited,Home,2023-01-21,9422679.0
S101767,White-Carlson,Canada,Sole Proprietor,Home,2024-12-25,9296138.0
S101768,"Soto, Vaughn and Griffin",Australia,Individual,Beauty,2024-08-01,1331784.0
S101769,Edwards-Roth,India,Private Limited,Electronics,2024-09-09,5891992.0
S101770,"Chang, Lamb and Miller",UK,LLP,Fashion,2024-06-24,8826515.0
S101771,Bradley-Davis,Singapore,LLP,Fashion,2025-12-24,5161753.0
S101772,"Mcdonald, Bryant and Cohen",India,Individual,Fashion,2022-09-21,2438393.0
S101773,"Miranda, Ruiz and Meza",Australia,Private Limited,Books,2022-09-14,3570547.0
S101774,Callahan PLC,USA,Individual,Beauty,2025-11-15,1924387.0
S101775,Durham-Myers,India,Individual,Home,2024-09-18,7285132.0
S101776,"Stark, Rivera and Valencia",India,Private Limited,Electronics,2022-03-09,8664751.0
S101777,Chavez-Johnson,Canada,Individual,Beauty,2022-09-01,4294844.0
S101778,Rodriguez-Mendoza,India,Individual,Books,2025-09-29,222342.0
S101779,Campbell LLC,Singapore,Individual,Home,2022-09-11,3496060.0
S101780,"Andrews, Romero and Sullivan",Canada,Private Limited,Fashion,2025-10-05,5947756.0
S101781,"Robles, Nguyen and Banks",India,Individual,Fashion,2026-03-09,4703591.0
S101782,Patel-Morales,Canada,LLP,Books,2022-11-25,8449251.0
S101783,Allen-Sanchez,Singapore,Sole Proprietor,Fashion,2024-10-31,9616961.0
S101784,Dickson Group,India,Individual,Home,2025-03-30,284617.0
S101785,Peterson Ltd,Canada,Private Limited,Automotive,2023-01-28,4778772.0
S101786,"Reynolds, Baird and Bradley",USA,Sole Proprietor,Electronics,2026-01-25,1705671.0
S101787,Stephens-Young,USA,Sole Proprietor,Home,2025-12-20,8014404.0
S101788,"Caldwell, Stevenson and Joseph",UK,Sole Proprietor,Fashion,2024-06-19,1850606.0
S101789,Wilson-Carlson,USA,LLP,Beauty,2024-05-18,3644921.0
S101790,Peters-Short,Canada,Private Limited,Beauty,2022-08-20,5322748.0
S101791,Parker Group,India,Partnership,Electronics,2024-11-30,2330231.0
S101792,George Ltd,Germany,LLP,Automotive,2023-08-14,9397125.0
S101793,"Wise, Gray and Snyder",Australia,Individual,Electronics,2023-11-03,8333126.0
S101794,"Brown, Robinson and Taylor",India,Partnership,Books,2024-07-24,5284607.0
S101795,"Berger, Fields and Smith",Australia,Partnership,Fashion,2025-02-08,6883061.0
S101796,Guerrero Group,UK,Partnership,Fashion,2022-05-23,8030532.0
S101797,"Carter, Gilbert and West",Australia,LLP,Fashion,2022-01-27,8298490.0
S101798,Maldonado LLC,Australia,Individual,Beauty,2024-06-16,8818819.0
S101799,Hudson-Gentry,Australia,Individual,Electronics,2022-10-21,6673837.0
S101800,Sellers-Zuniga,Germany,Sole Proprietor,Electronics,2026-02-27,2880705.0
S101801,"Haas, Cooper and Davis",India,LLP,Fashion,2023-11-25,3409863.0
S101802,Carr PLC,Canada,Partnership,Electronics,2023-04-22,7175354.0
S101803,Abbott-Phelps,Australia,Partnership,Books,2026-04-16,9812974.0
S101804,Wood PLC,Canada,LLP,Home,2026-06-05,6764837.0
S101805,Smith PLC,UK,Partnership,Automotive,2025-05-20,6835437.0
S101806,Rodriguez-Campbell,Germany,Sole Proprietor,Books,2022-10-29,7677505.0
S101807,Young Ltd,India,Individual,Books,2024-09-29,8392869.0
S101808,"Long, Flores and Reyes",USA,Private Limited,Electronics,2022-07-23,936716.0
S101809,Graham-Clark,Singapore,Individual,Beauty,2025-10-20,498771.0
S101810,Wells and Sons,USA,Partnership,Sports,2025-10-23,5535409.0
S101811,"Cruz, Middleton and Larsen",USA,LLP,Sports,2025-06-30,1666210.0
S101812,Roberts Ltd,india,Individual,Automotive,2026-03-20,8773295.0
S101813,Taylor Inc,Singapore,Partnership,Home,2024-08-12,3437852.0
S101814,"Smith, Griffith and Tucker",UK,Partnership,Beauty,2024-10-30,4440014.0
S101815,Proctor-Taylor,Canada,LLP,Home,2025-01-12,9220762.0
S101816,May Group,India,Individual,Beauty,2022-09-01,6486241.0
S101817,English-Dominguez,Germany,LLP,Home,2024-02-10,7474860.0
S101818,Hanson-Gibson,Germany,Individual,Electronics,2022-12-29,9389314.0
S101819,Arnold-Cole,Australia,LLP,Automotive,2022-12-03,8295659.0
S101820,Perez-Coleman,Germany,Private Limited,Books,2026-01-05,6577687.0
S101821,Lane Ltd,Germany,Individual,Sports,2025-10-14,8280125.0
S101822,Joseph LLC,Australia,Sole Proprietor,Automotive,2025-01-09,9650094.0
S101823,House-Johnston,Germany,Partnership,Sports,2022-11-17,8550764.0
S101824,Good PLC,India,Partnership,Books,2024-10-10,9966091.0
S101825,Bush-Wilson,Germany,Sole Proprietor,Automotive,2023-12-24,4822070.0
S101826,Nixon-Miller,UK,Individual,Electronics,2025-04-24,806962.0
S101827,"Simon, Terrell and Terrell",USA,LLP,Books,2026-07-16,9847340.0
S101828,Marshall-Miller,India,LLP,Beauty,2022-07-19,7233134.0
S101829,"Davis, Kennedy and Harmon",UK,LLP,Beauty,2023-12-21,997061.0
S101830,"Miller, Schultz and Yates",Australia,Private Limited,Fashion,2023-04-26,5286161.0
S101831,Austin-Berger,Canada,Individual,Automotive,2022-05-15,5165582.0
S101832,"Osborne, Harrison and Hunt",India,LLP,Fashion,2022-02-10,9083135.0
S101833,Berry-Rivera,UK,Individual,Beauty,2025-09-09,7137921.0
S101834,Yu-Yates,Canada,Sole Proprietor,Beauty,2023-07-01,392293.0
S101835,Jackson-Neal,Australia,Partnership,Sports,2022-02-15,5360229.0
S101836,"Curry, Acosta and Elliott",Germany,Sole Proprietor,Beauty,2023-10-23,9655604.0
S101837,Soto PLC,India,Partnership,Electronics,2025-11-15,3504568.0
S101838,Berry Ltd,UK,Partnership,Sports,2026-07-20,5746526.0
S101839,Lamb-Weber,USA,Sole Proprietor,Books,2024-01-15,7364717.0
S101840,Washington-Martinez,USA,Partnership,Automotive,2026-06-01,1313679.0
S101841,York LLC,Singapore,Sole Proprietor,Fashion,2023-08-12,4498564.0
S101842,Anderson-Campbell,India,LLP,Sports,2024-04-03,3839737.0
S101843,Smith-Rodriguez,Canada,Individual,Automotive,2025-03-30,1639366.0
S101844,Kent Ltd,Canada,LLP,Books,2022-05-18,9553089.0
S101845,Hopkins LLC,Singapore,Sole Proprietor,Beauty,2024-05-24,3568839.0
S101846,Green Ltd,UK,Individual,Automotive,2023-09-11,8516446.0
S101847,Washington PLC,Singapore,LLP,Beauty,2025-09-20,9108817.0
S101848,Cooper Inc,UK,Private Limited,Beauty,2024-04-03,4265523.0
S101849,Larson and Sons,Canada,Sole Proprietor,Beauty,2025-10-07,9236574.0
S101850,Mullins-Gutierrez,USA,Individual,Automotive,2025-12-11,8710803.0
S101851,Young-Alexander,Singapore,Private Limited,Sports,2024-10-19,3622755.0
S101852,"Jackson, Lane and Wilkinson",Australia,Partnership,Books,2025-07-30,8987547.0
S101853,May Inc,Singapore,Sole Proprietor,Home,2026-04-25,7326689.0
S101854,Jackson Group,Canada,Individual,Sports,2023-02-15,6161514.0
S101855,Turner-Reese,Germany,Private Limited,Fashion,2022-11-05,5087789.0
S101856,"Hall, Vega and Price",Singapore,Partnership,Beauty,2023-10-15,1130914.0
S101857,Thomas-Berg,Australia,Private Limited,Home,2024-04-24,4528422.0
S101858,Roberts Group,Singapore,LLP,Automotive,2022-11-25,4352460.0
S101859,Gregory-Nixon,Australia,Sole Proprietor,Fashion,2024-04-11,4051087.0
S101860,"Blanchard, Davis and Schmidt",India,Private Limited,Fashion,2022-02-26,4170259.0
S101861,Blanchard-Reynolds,Singapore,LLP,Beauty,2024-09-21,9442305.0
S101862,"Garrison, Rogers and Adams",Germany,Partnership,Automotive,2022-03-17,3438838.0
S101863,Scott PLC,USA,LLP,Fashion,2022-03-01,4385179.0
S101864,Murray-Leonard,Singapore,LLP,Automotive,2025-02-01,3002542.0
S101865,Navarro PLC,Australia,Individual,Automotive,2024-09-22,384013.0
S101866,Meyer Ltd,India,Individual,Books,2025-05-17,5049260.0
S101867,"Kaiser, Edwards and Smith",Singapore,Individual,Beauty,2024-01-15,1565088.0
S101868,Decker Inc,Germany,Private Limited,Fashion,2022-08-18,9629343.0
S101869,Davis-Garcia,Australia,Sole Proprietor,Electronics,2024-12-04,9787827.0
S101870,Bell-Hardy,Singapore,Sole Proprietor,Books,2024-10-13,1564123.0
S101871,Lee-Johnson,USA,Sole Proprietor,Electronics,2026-05-03,5308152.0
S101872,Brown PLC,UK,Sole Proprietor,Automotive,2024-03-09,4008384.0
S101873,"Shannon, Robinson and Greene",Germany,Private Limited,Fashion,2022-08-07,2988600.0
S101874,Erickson Inc,USA,LLP,Beauty,2024-04-16,4316545.0
S101875,Gates and Sons,Singapore,Sole Proprietor,Electronics,2024-10-01,9000140.0
S101876,Douglas-Yoder,UK,Individual,Books,2025-01-22,7159870.0
S101877,"Pratt, Lopez and Rodriguez",Germany,Private Limited,Books,2026-05-26,2481212.0
S101878,King Group,UK,Partnership,Automotive,2024-01-24,5220258.0
S101879,"Mayer, Fowler and Livingston",India,Sole Proprietor,Electronics,2026-02-23,967249.0
S101880,Hammond-Schwartz,Australia,Private Limited,Books,2025-02-05,6504030.0
S101881,"Carrillo, Morris and Martin",UK,LLP,Home,2025-11-04,2097722.0
S101882,Ramirez Inc,INDIA,Private Limited,Home,2024-06-25,6567462.0
S101883,Price-Ferrell,India,Partnership,Books,2023-09-09,1564149.0
S101884,Sosa-Baker,Singapore,Private Limited,Books,2023-03-07,2738166.0
S101885,Jones-Krause,Germany,LLP,Home,2026-04-20,6866395.0
S101886,Bishop and Sons,Singapore,Individual,Books,2022-06-14,8299220.0
S101887,"Vasquez, Thomas and Mack",Germany,Partnership,Home,2023-11-13,7136125.0
S101888,Mendez Inc,Singapore,Individual,Home,2022-11-25,4428351.0
S101889,Baldwin-Garcia,Canada,Individual,Books,2024-05-11,9239346.0
S101890,Jones Ltd,Australia,LLP,Beauty,2025-11-24,508871.0
S101891,Waters-Smith,Singapore,Individual,Automotive,2025-08-06,3132639.0
S101892,Hernandez-Bowman,Australia,Partnership,Home,2025-08-05,2333248.0
S101893,Ortega LLC,India,Partnership,Fashion,2025-07-10,5176237.0
S101894,Graves Group,UK,Sole Proprietor,Electronics,2022-08-15,2697821.0
S101895,"Smith, Zimmerman and Wise",INDIA,Sole Proprietor,Automotive,2026-04-22,2232597.0
S101896,Graham-Anthony,Singapore,Sole Proprietor,Automotive,2024-04-20,5408628.0
S101897,Fernandez Inc,Germany,Partnership,Home,2026-02-14,2289922.0
S101898,Finley-Meyers,UK,Private Limited,Automotive,2025-04-29,5545887.0
S101899,Martinez-Nichols,Singapore,LLP,Fashion,2022-06-22,7004096.0
S101900,Cook-Turner,UK,Private Limited,Beauty,2024-02-12,9619565.0
S101901,Chen Ltd,USA,Individual,Electronics,2025-02-17,3887070.0
S101902,Diaz LLC,India,Partnership,Fashion,2023-06-21,2881255.0
S101903,Randall LLC,India,Partnership,Sports,2024-05-28,4414723.0
S101904,"Harris, Spencer and Ponce",USA,Individual,Books,2022-12-15,9566756.0
S101905,"Lee, Dominguez and Mosley",India,Individual,Automotive,2024-12-12,7350752.0
S101906,"Barker, Tucker and Mcclure",Singapore,Partnership,Home,2025-10-11,
S101907,Moss-Taylor,India,Private Limited,Automotive,2023-02-21,3246800.0
S101908,Johnson PLC,Singapore,LLP,Books,2026-03-09,8340765.0
S101909,Burns Inc,INDIA,Private Limited,Beauty,2023-02-28,3666607.0
S101910,"Schneider, Porter and Hanna",Singapore,LLP,Automotive,2025-10-18,3226986.0
S101911,Levy-Smith,Germany,Private Limited,Beauty,2026-06-11,2498514.0
S101912,Brown-French,india,LLP,Books,2023-04-28,7616133.0
S101913,Sullivan and Sons,USA,LLP,Sports,2025-11-02,7736718.0
S101914,"Contreras, Ellis and Gregory",INDIA,Individual,Beauty,2022-09-30,5473167.0
S101915,"Hernandez, Riley and Buckley",Australia,Partnership,Automotive,2023-03-11,6483986.0
S101916,Moss Group,Australia,Partnership,Automotive,2025-05-08,4348752.0
S101917,"Smith, Meadows and Montgomery",India,Individual,Sports,2022-05-01,924304.0
S101918,Haynes and Sons,UK,Private Limited,Beauty,2023-12-27,813562.0
S101919,Jackson Inc,India,LLP,Sports,2025-06-23,6441073.0
S101920,Hoover-Davis,UK,Partnership,Automotive,2024-01-30,2268589.0
S101921,"Jackson, Garza and Meyers",Canada,Individual,Sports,2023-01-03,4416969.0
S101922,Wilson PLC,USA,Sole Proprietor,Beauty,2023-11-26,7903160.0
S101923,"Walker, Brock and Simmons",india,Individual,Books,2025-12-25,8949034.0
S101924,"Gregory, Nguyen and Daugherty",Germany,Private Limited,Books,2022-08-28,5305791.0
S101925,"Gardner, Morris and Oconnell",India,Private Limited,Beauty,2023-07-30,6099733.0
S101926,Duran PLC,Germany,LLP,Books,2025-06-09,4475123.0
S101927,Rogers Inc,Canada,LLP,Beauty,2022-12-04,5343931.0
S101928,Thomas-Perry,Australia,Partnership,Home,2022-11-06,9372674.0
S101929,"Wood, Martin and Sanchez",Singapore,Partnership,Electronics,2023-01-22,2543443.0
S101930,"Williams, Garcia and Boone",India,Private Limited,Fashion,2022-03-15,7939444.0
S101931,"Bennett, Moore and Hobbs",UK,Private Limited,Automotive,2024-08-14,7372078.0
S101932,Smith and Sons,India,Partnership,Electronics,2024-06-23,6031414.0
S101933,Mann PLC,Australia,Sole Proprietor,Beauty,2024-07-26,8320975.0
S101934,Butler-Aguirre,India,Private Limited,Electronics,2023-12-17,1619976.0
S101935,Schwartz-Harris,USA,LLP,Fashion,2022-12-11,8585203.0
S101936,"Nelson, Cole and Allen",Singapore,LLP,Sports,2025-09-20,9876036.0
S101937,Bishop Inc,USA,Sole Proprietor,Electronics,2024-12-13,9626230.0
S101938,"White, Porter and Clements",USA,Partnership,Electronics,2023-05-20,8406912.0
S101939,"Serrano, Turner and Barnes",Australia,Individual,Books,2022-02-23,4819447.0
S101940,"Young, Wilson and Moreno",Australia,Individual,Beauty,2024-02-05,9954236.0
S101941,Montgomery PLC,India,LLP,Fashion,2022-03-01,
S101942,"Robinson, Townsend and Hopkins",Germany,Partnership,Beauty,2025-07-10,4568413.0
S101943,Brown-Rodriguez,Canada,Individual,Books,2022-03-31,7651790.0
S101944,Jennings Group,UK,Sole Proprietor,Fashion,2023-03-09,866752.0
S101945,Thompson-Santiago,Singapore,LLP,Books,2026-06-23,981723.0
S101946,Brown LLC,Australia,Individual,Sports,2025-05-18,6448678.0
S101947,Clark-King,India,Partnership,Books,2022-12-31,4077876.0
S101948,"Trujillo, Chang and Williams",Singapore,Partnership,Electronics,2022-02-12,3543397.0
S101949,"Williams, Medina and Moore",USA,Partnership,Home,2024-04-04,4830430.0
S101950,Washington Inc,Australia,Private Limited,Electronics,2023-09-04,8285014.0
S101951,Jacobson Ltd,Singapore,Partnership,Automotive,2026-07-10,5252636.0
S101952,Watkins-Nguyen,Australia,Sole Proprietor,Fashion,2024-01-06,1662483.0
S101953,Burgess LLC,Singapore,LLP,Sports,2023-02-14,8264511.0
S101954,Maxwell LLC,Germany,Partnership,Beauty,2023-07-04,9496530.0
S101955,Garcia Ltd,Canada,Partnership,Electronics,2026-03-30,7138983.0
S101956,Kane-Bennett,Singapore,LLP,Sports,2023-01-17,7333088.0
S101957,Jones PLC,Australia,Partnership,Electronics,2022-03-24,8662440.0
S101958,Brown-Graham,UK,Partnership,Automotive,2023-04-05,2651637.0
S101959,Reilly Group,Germany,Sole Proprietor,Automotive,2025-08-18,8852632.0
S101960,Hughes and Sons,India,LLP,Beauty,2024-06-14,1378472.0
S101961,Cortez-Chen,Singapore,Partnership,Books,2022-11-01,2193956.0
S101962,Harris-Martinez,Australia,LLP,Home,2023-05-25,8826028.0
S101963,"Carroll, Ramirez and Rodriguez",Germany,LLP,Sports,2022-04-08,9294150.0
S101964,Ellis-Jackson,India,Individual,Sports,2022-08-09,8617311.0
S101965,Robinson-Phillips,Germany,Partnership,Electronics,2024-08-09,9587481.0
S101966,Clarke Ltd,Singapore,LLP,Books,2023-06-06,9874198.0
S101967,"Whitehead, Lane and Tran",India,Sole Proprietor,Electronics,2022-08-22,7815820.0
S101968,Miller PLC,USA,Private Limited,Home,2024-03-15,809315.0
S101969,Atkins-Robinson,India,Partnership,Automotive,2023-09-02,5317145.0
S101970,Hood-Ramirez,Canada,Partnership,Home,2025-10-04,7598873.0
S101971,"Patterson, Salas and Wright",Canada,LLP,Books,2026-07-17,3190556.0
S101972,Riley-Snow,USA,Private Limited,Electronics,2026-03-10,4400628.0
S101973,"Shah, Mcintyre and Villanueva",Singapore,Individual,Beauty,2024-12-30,350567.0
S101974,Baird-Williams,India,Partnership,Electronics,2022-01-28,2931241.0
S101975,Quinn-Gordon,Australia,Partnership,Beauty,2025-11-17,6846309.0
S101976,Schmidt-Mendoza,Singapore,Sole Proprietor,Automotive,2024-09-23,5130140.0
S101977,"Nicholson, Chavez and Allen",Canada,Sole Proprietor,Books,2025-11-15,6676953.0
S101978,"Mullins, Steele and Russell",Singapore,LLP,Electronics,2022-09-14,2316835.0
S101979,Anderson LLC,India,Private Limited,Electronics,2026-07-30,316510.0
S101980,Holland Inc,Australia,Private Limited,Home,2022-02-24,3560288.0
S101981,Castillo LLC,Germany,Private Limited,Automotive,2023-05-11,7361317.0
S101982,Warner PLC,Singapore,Sole Proprietor,Fashion,2022-06-26,5098564.0
S101983,"Silva, Bray and Ford",Singapore,Partnership,Fashion,2024-08-28,7127958.0
S101984,Sawyer Group,India,Individual,Fashion,2022-11-09,7520322.0
S101985,Clarke LLC,Germany,Partnership,Electronics,2024-07-09,9868467.0
S101986,"Marshall, Schultz and Dalton",USA,Private Limited,Books,2025-03-12,6622195.0
S101987,Cruz Ltd,India,LLP,Electronics,2022-07-30,7294199.0
S101988,Schmidt-Phillips,Germany,Partnership,Automotive,2025-03-31,9349686.0
S101989,Wolfe-Salazar,UK,Individual,Beauty,2024-03-29,8205420.0
S101990,"Norton, French and Miller",Canada,Sole Proprietor,Automotive,2025-06-06,8235628.0
S101991,Fitzgerald-Brown,USA,Individual,Sports,2022-02-08,7130061.0
S101992,"Cox, Williams and Reyes",Canada,LLP,Sports,2022-05-11,4543758.0
S101993,Harvey-Diaz,Australia,Partnership,Beauty,2022-08-28,8351178.0
S101994,Wong Ltd,Canada,LLP,Beauty,2025-11-29,7368725.0
S101995,Castro and Sons,India,Private Limited,Books,2026-01-27,3274602.0
S101996,Zavala and Sons,india,LLP,Beauty,2023-04-21,8566717.0
S101997,"Wilson, Mendoza and Crosby",USA,Sole Proprietor,Automotive,2023-11-26,7909576.0
S101998,"Pitts, Warner and Mullins",USA,LLP,Automotive,2025-12-27,6599342.0
S101999,Flores LLC,Germany,LLP,Home,2024-08-25,2768341.0
S102000,"Frazier, Ramirez and Brown",Canada,Private Limited,Books,2025-11-15,1496060.0
S102001,Chavez-Mason,Australia,Partnership,Fashion,2022-12-21,3396789.0
S102002,Harrison PLC,USA,Sole Proprietor,Beauty,2022-07-26,7029059.0
S102003,"Bryan, Lam and Hayes",Germany,LLP,Fashion,2023-03-05,9392065.0
S102004,Marsh-Dougherty,India,Individual,Books,2023-06-19,6040202.0
S102005,Lopez Group,Australia,Private Limited,Fashion,2024-10-28,586367.0
S102006,Miller and Sons,Singapore,Individual,Books,2024-05-31,1962087.0
S102007,Mullen-Jones,Canada,Private Limited,Electronics,2025-02-24,3809700.0
S102008,Hill Ltd,Germany,LLP,Books,2026-05-27,6009954.0
S102009,Crawford and Sons,Singapore,Individual,Home,2025-02-14,4537758.0
S102010,"Crane, Johnson and Butler",USA,Sole Proprietor,Sports,2025-10-03,1797213.0
S102011,"Weaver, Anderson and Reed",Australia,Individual,Beauty,2026-06-25,7719463.0
S102012,Rojas-Smith,Singapore,Individual,Electronics,2026-05-20,1759062.0
S102013,Brown and Sons,Singapore,Sole Proprietor,Electronics,2024-11-04,1818504.0
S102014,"Newman, Jenkins and Cooper",USA,Individual,Home,2023-02-25,6117286.0
S102015,"Buchanan, Tucker and Wade",USA,LLP,Automotive,2024-06-23,8537536.0
S102016,"Wilkinson, Wallace and Torres",Germany,Individual,Fashion,2025-08-18,6152492.0
S102017,Villanueva LLC,UK,Private Limited,Electronics,2023-02-18,7417017.0
S102018,Mccormick and Sons,Germany,Individual,Fashion,2026-07-16,7996752.0
S102019,Watson-Roberts,UK,LLP,Sports,2022-12-17,1479986.0
S102020,Hernandez LLC,UK,LLP,Automotive,2026-03-26,7012689.0
S102021,Huber-Montgomery,UK,Private Limited,Fashion,2026-03-23,8936057.0
S102022,Joseph LLC,Germany,Private Limited,Fashion,2026-07-01,7244453.0
S102023,Mcpherson Ltd,Germany,Partnership,Beauty,2024-11-23,6119566.0
S102024,"Conway, Bauer and Martin",India,Partnership,Fashion,2026-04-27,216911.0
S102025,Williams LLC,Australia,Sole Proprietor,Electronics,2022-06-23,5725793.0
S102026,"Martinez, Green and Lopez",UK,Partnership,Home,2022-12-03,7332524.0
S102027,"Mann, Wade and Spence",India,Partnership,Home,2022-03-17,2582555.0
