seller_id,orders,sales,returns,refunds
S103744,309,650445,8,7344
S103745,272,255952,39,65403
S103746,92,105984,18,35964
S103747,131,173837,4,2528
S103748,354,810660,13,5954
S103749,163,150938,13,23231
S103750,177,426216,33,14652
S103751,145,125135,27,38421
S103752,31,35216,6,2250
S103753,188,291776,0,0
S103754,263,245379,31,52049
S103755,315,211680,35,11445
S103756,133,115045,23,33005
S103757,351,735345,7,7091
S103758,206,283868,32,10656
S103759,151,79426,0,0
S103760,186,352470,11,11726
S103761,470,474700,52,48932
S103762,142,283716,1,1126
S103763,250,282500,26,34580
S103764,280,694680,14,11326
S103765,151,291581,16,5088
S103766,293,636689,45,70290
S103767,210,290640,0,0
S103768,161,328601,30,31230
S103769,164,100368,12,14472
S103770,499,1018958,84,163800
S103771,463,759320,62,83762
S103772,297,257202,14,10864
S103773,313,143980,0,0
S103774,153,333999,5,6795
S103775,206,170980,7,2884
S103776,451,791956,0,0
S103777,476,608804,46,60950
S103778,353,830256,63,68481
S103779,202,240784,6,7158
S103780,37,81067,4,6496
S103781,26,50050,1,1302
S103782,215,475150,2,3434
S103783,130,95940,10,5340
S103784,5,10160,0,0
S103785,441,781452,18,7668
S103786,206,134312,20,24380
S103787,305,401075,17,33541
S103788,361,328510,22,9460
S103789,358,572800,64,115776
S103790,276,470304,5,4265
S103791,173,415200,20,22460
S103792,23,41676,3,5604
S103793,16,37824,1,1255
S103794,224,166208,7,9359
S103795,276,314364,41,33456
S103796,449,478185,3,2856
S103797,412,371212,23,24518
S103798,362,493768,20,11620
S103799,4,8164,0,0
S103800,129,107715,14,10850
S103801,243,200961,18,29412
S103802,130,150410,3,2673
S103803,426,209592,20,7700
S103804,304,332880,4,6924
S103805,29,26970,5,8885
S103806,256,360448,45,37440
S103807,495,1050390,24,40968
S103808,439,845075,40,48160
S103809,423,1023237,40,33280
S103810,96,216768,5,7600
S103811,362,617210,37,15947
S103812,366,394182,41,72734
S103813,89,70933,2,3614
S103814,60,121200,9,17784
S103815,225,264825,25,28000
S103816,189,286335,0,0
S103817,382,204752,5,4350
S103818,100,249600,12,22416
S103819,169,194519,26,35620
S103820,146,109062,17,31025
S103821,377,814320,3,2844
S103822,103,57989,1,1575
S103823,0,0,1,1373
S103824,392,304976,31,35464
S103825,348,631620,53,99269
S103826,162,339390,21,23898
S103827,202,408040,15,10590
S103828,23,10074,1,979
S103829,130,166270,14,10150
S103830,52,104156,7,8113
S103831,312,765024,29,27318
S103832,63,105147,11,12254
S103833,134,270814,0,0
S103834,435,877395,23,21735
S103835,365,252215,4,3400
S103836,279,311364,48,63936
S103837,27,18981,5,6170
S103838,383,602842,44,40612
S103839,221,451061,25,16625
S103840,217,347634,34,49980
S103841,325,768300,25,40525
S103842,2,1658,0,0
S103843,389,256740,72,75168
S103844,320,645760,49,30870
S103845,203,476441,38,38038
S103846,433,808411,26,44850
S103847,199,96316,26,22724
S103848,293,588930,41,23903
S103849,459,408510,72,92736
S103850,220,401280,32,44032
S103851,204,103836,35,18585
S103852,369,402210,44,24068
S103853,327,241326,27,20682
S103854,316,772620,60,39240
S103855,385,934780,6,8850
S103856,453,673611,8,8624
S103857,492,817704,7,7805
S103858,346,238394,46,59294
S103859,349,412518,54,42444
S103860,183,382653,5,9825
S103861,446,253774,55,32615
S103862,328,385400,49,16072
S103863,17,34238,2,1060
S103864,55,118360,8,15064
S103865,5,6520,0,0
S103866,485,369085,30,48690
S103867,444,1026084,47,86621
S103868,329,329987,54,29754
S103869,329,340515,54,45252
S103870,30,44430,0,0
S103871,298,323926,42,14742
S103872,323,690574,24,19296
S103873,48,83760,0,0
S103874,326,774902,21,24255
S103875,139,151927,0,0
S103876,229,168315,11,4972
S103877,50,60150,10,13600
S103878,236,208860,10,19970
S103879,407,913715,3,4107
S103880,119,270844,23,12098
S103881,367,646287,25,46650
S103882,377,615264,64,78336
S103883,48,58752,4,7968
S103884,323,176358,24,35088
S103885,239,443345,41,50635
S103886,323,242573,26,45994
S103887,147,284004,11,6479
S103888,78,149994,15,17835
S103889,478,829808,0,0
S103890,20,46060,2,1738
S103891,311,248800,18,11178
S103892,446,516914,29,45965
S103893,143,327613,2,2984
S103894,491,307857,43,53578
S103895,422,605992,15,28305
S103896,228,285228,42,27846
S103897,471,352308,82,82656
S103898,146,238272,1,1511
S103899,284,669672,16,30368
S103900,57,55062,6,3204
S103901,310,770040,38,11818
S103902,466,829014,18,20412
S103903,293,232056,18,25614
S103904,264,603504,4,1288
S103905,489,1020054,75,74700
S103906,363,725274,23,22172
S103907,429,306306,38,42104
S103908,177,205143,25,48575
S103909,317,636536,30,13620
S103910,224,527744,29,50054
S103911,62,46748,3,1071
S103912,381,739140,15,9420
S103913,46,51612,6,8010
S103914,122,174826,5,3700
S103915,356,302600,55,64405
S103916,442,254150,5,5030
S103917,470,1168890,62,114204
S103918,343,560119,39,40131
S103919,465,647745,12,6216
S103920,14,14462,2,620
S103921,105,214830,12,15936
S103922,459,701811,0,0
S103923,423,1001664,39,21450
S103924,316,435764,56,68600
S103925,399,559398,15,20805
S103926,246,540462,34,14960
S103927,38,31540,3,2037
S103928,420,922320,70,115290
S103929,180,208800,4,1464
S103930,474,1012464,20,22680
S103931,41,37884,6,3606
S103932,144,69552,16,26784
S103933,319,348348,48,95280
S103934,15,15105,3,5028
S103935,382,406830,37,57683
S103936,440,1073160,17,15742
S103937,301,511399,52,69212
S103938,28,60508,4,7444
S103939,185,235135,0,0
S103940,24,30816,1,432
S103941,346,617610,38,20558
S103942,118,144196,16,16416
S103943,15,19155,3,4389
S103944,253,112079,12,11508
S103945,154,128590,24,24960
S103946,450,1094850,41,21730
S103947,133,60382,8,6560
S103948,155,273885,13,16978
S103949,202,130896,3,3423
S103950,242,550066,15,11040
S103951,3,5964,1,1048
S103952,176,373472,11,5379
S103953,72,140976,1,685
S103954,238,176596,25,22975
S103955,9,12717,0,0
S103956,401,601099,71,87330
S103957,320,387200,44,54780
S103958,13,7384,0,0
S103959,237,162345,6,7080
S103960,377,280111,57,49590
S103961,51,112047,8,9336
S103962,397,307278,35,50050
S103963,224,275968,5,4400
S103964,337,723539,0,0
S103965,25,36000,3,3138
S103966,249,471357,12,5436
S103967,408,685032,30,9660
S103968,338,244374,60,111300
S103969,32,27040,0,0
S103970,170,418540,12,16584
S103971,179,173630,28,34636
S103972,341,335885,23,31165
S103973,290,696000,50,93300
S103974,174,426996,23,44896
S103975,169,133510,8,14288
S103976,373,399483,34,29852
S103977,311,478629,59,80889
S103978,352,869792,62,25978
S103979,370,471380,35,39445
S103980,231,370986,40,72040
S103981,137,339212,9,15543
S103982,367,801895,0,0
S103983,101,196748,7,7644
S103984,473,967758,22,9394
S103985,186,417384,1,1969
S103986,136,147288,14,19852
S103987,231,512358,7,12481
S103988,32,37312,3,4035
S103989,35,68460,1,705
S103990,476,390796,49,65072
S103991,275,227425,52,38428
S103992,305,180255,51,27285
S103993,351,777465,65,69225
S103994,166,354244,24,23448
S103995,233,242320,2,684
S103996,230,174110,40,79760
S103997,403,422344,5,6655
S103998,478,327908,29,23316
S103999,351,391014,36,19188
S104000,418,425942,40,35320
S104001,289,618460,0,0
S104002,370,461020,30,27930
S104003,274,520052,49,82467
S104004,97,194000,16,8064
S104005,290,184150,37,51726
S104006,251,570774,27,34236
S104007,147,307377,14,6566
S104008,443,648995,63,30618
S104009,74,140526,13,25324
S104010,21,29295,3,1269
S104011,409,227404,77,39809
S104012,41,35711,6,10764
S104013,161,194649,30,38370
S104014,461,805367,36,41688
S104015,453,502377,71,65036
S104016,20,40380,0,0
S104017,338,419458,23,40273
S104018,401,986460,26,38402
S104019,441,923454,62,75082
S104020,475,905350,87,172260
S104021,413,1005242,23,35535
S104022,275,513700,16,5312
S104023,237,201924,19,28006
S104024,360,261000,71,109482
S104025,346,280606,55,34320
S104026,47,88877,2,3062
S104027,401,548568,67,112560
S104028,76,100472,3,2814
S104029,479,317098,93,28644
S104030,147,293118,17,20672
S104031,55,100870,6,2904
S104032,73,84899,0,0
S104033,219,489903,4,3828
S104034,188,361336,25,24900
S104035,7,10269,1,1205
S104036,196,371028,21,7854
S104037,176,385440,3,3009
S104038,359,823546,17,12665
S104039,193,301080,30,27780
S104040,284,395328,0,0
S104041,64,28416,7,13874
S104042,216,511920,5,8665
S104043,153,335223,5,3540
S104044,165,137775,7,11291
S104045,464,1159536,20,32860
S104046,356,386972,21,17913
S104047,444,741480,43,59942
S104048,60,102420,10,6690
S104049,449,995433,58,30682
S104050,432,306720,30,13620
S104051,177,159123,28,33264
S104052,246,602700,35,21140
S104053,121,225423,11,5049
S104054,112,207872,6,3978
S104055,234,430794,37,21645
S104056,113,207581,2,3326
S104057,316,494540,5,3780
S104058,257,168078,39,73125
S104059,366,857538,71,88608
S104060,261,439524,4,6588
S104061,153,288558,7,11718
S104062,256,430080,11,14872
S104063,110,215270,12,9756
S104064,329,754397,2,3210
S104065,299,742118,52,59592
S104066,123,261498,14,20720
S104067,130,168090,6,8730
S104068,164,295528,24,20712
S104069,76,74176,7,3164
S104070,154,245938,18,6912
S104071,272,181152,29,19314
S104072,70,131810,8,3360
S104073,437,513912,74,130240
S104074,251,236442,30,39810
S104075,56,115640,2,1474
S104076,349,723477,37,54353
S104077,172,342452,5,6275
S104078,162,385884,32,26528
S104079,357,194208,10,7190
S104080,375,743250,54,30942
S104081,76,47804,13,25662
S104082,365,462455,25,28075
S104083,408,210936,51,57630
S104084,18,20700,3,2991
S104085,307,476157,58,103762
S104086,487,882931,33,64383
S104087,72,132336,3,5391
S104088,126,307944,18,26064
S104089,13,22204,0,0
S104090,473,355696,55,83930
S104091,160,376320,28,16968
S104092,107,52965,14,12446
S104093,159,286518,12,4764
S104094,352,646624,12,20316
S104095,69,78660,0,0
S104096,96,210528,1,1226
S104097,338,256204,44,67232
S104098,95,68305,16,8672
S104099,192,445632,30,29490
S104100,68,131444,10,12120
S104101,144,292320,27,52353
S104102,135,101250,11,13816
S104103,129,58437,16,17360
S104104,196,233828,5,5915
S104105,367,576924,67,105860
S104106,385,729575,29,28913
S104107,118,244260,3,5847
S104108,432,276048,31,43059
S104109,226,369736,35,42770
S104110,50,99950,4,3644
S104111,177,360372,1,588
S104112,440,277200,5,9610
S104113,168,210168,15,8085
S104114,487,1036823,36,11628
S104115,354,216294,59,116761
S104116,292,578160,23,31096
S104117,288,192384,18,26172
S104118,229,458916,23,39215
S104119,40,16080,1,1279
S104120,140,181860,27,36612
S104121,96,220320,18,21888
S104122,257,465170,30,50970
S104123,14,34272,1,1284
S104124,28,61376,4,4848
S104125,230,146050,1,907
S104126,442,438906,45,75375
S104127,79,181700,12,18792
S104128,191,329284,14,25242
S104129,418,665456,83,144503
S104130,63,39249,7,13181
S104131,144,237600,7,2870
S104132,99,109494,0,0
S104133,58,85144,0,0
S104134,264,408144,7,10059
S104135,205,335585,11,6523
S104136,102,194718,18,21132
S104137,13,23530,0,0
S104138,430,910740,20,18300
S104139,413,1031261,79,103174
S104140,165,259545,32,20416
S104141,496,785664,66,131670
S104142,225,194175,9,10359
S104143,397,550639,36,22428
S104144,391,825792,58,34974
S104145,136,173400,15,7320
S104146,339,539688,3,4032
S104147,95,196365,12,9564
S104148,348,271092,20,29880
S104149,2,1662,1,1892
S104150,128,206336,25,9025
S104151,35,56840,0,0
S104152,169,164606,20,34380
S104153,30,38250,0,0
S104154,489,295356,92,102580
S104155,322,477848,49,97755
S104156,129,104232,15,12120
S104157,406,320334,25,25025
S104158,276,146280,38,58938
S104159,487,766538,90,154170
S104160,175,348075,30,48060
S104161,83,162431,16,7504
S104162,33,26532,0,0
S104163,36,51696,5,8660
S104164,39,87711,4,6000
S104165,30,62670,2,3796
S104166,338,736840,25,25550
S104167,485,362295,10,8850
S104168,371,163240,12,18336
S104169,26,42744,4,4100
S104170,109,152164,2,1486
S104171,330,558360,47,56400
S104172,40,92480,4,3140
S104173,210,374850,20,15040
S104174,70,98000,2,2416
S104175,484,647108,24,29664
S104176,307,274458,33,10626
S104177,498,570210,43,85656
S104178,22,20592,1,1176
S104179,202,382588,9,12645
S104180,333,364968,51,45084
S104181,442,362440,31,51088
S104182,60,61920,2,1646
S104183,111,51060,20,16760
S104184,295,579380,32,30080
S104185,221,357357,40,35040
S104186,343,256564,24,13608
S104187,418,464816,7,13951
S104188,448,1064448,9,3420
S104189,277,398049,9,9189
S104190,194,361616,35,52255
S104191,479,494807,69,60582
S104192,398,978682,66,115038
S104193,59,108914,9,3825
S104194,424,926016,8,11880
S104195,66,68310,12,7836
S104196,37,53983,2,2226
S104197,157,240210,29,49532
S104198,390,824460,33,14388
S104199,238,324632,5,4275
S104200,49,31605,8,12640
S104201,269,641565,34,25670
S104202,477,789435,51,25500
S104203,283,702689,19,19342
S104204,93,132897,7,6237
S104205,349,590159,18,16344
S104206,491,654994,51,68544
S104207,2,1456,1,412
S104208,282,350526,34,42364
S104209,453,1052772,1,378
S104210,408,618936,1,1412
S104211,499,880236,24,16032
S104212,58,136300,5,6235
S104213,183,125355,18,35658
S104214,350,719250,47,40702
S104215,195,88725,31,34906
S104216,333,328671,25,12875
S104217,326,519318,46,55798
S104218,222,196026,7,2863
S104219,77,89551,11,5203
S104220,151,243865,12,10452
S104221,277,447632,54,25758
S104222,115,124890,13,19968
S104223,231,151536,30,49410
S104224,341,464101,22,30844
S104225,393,750237,65,73450
S104226,139,157904,15,6555
S104227,332,578344,57,21318
S104228,56,109424,10,7940
S104229,309,495636,14,27734
S104230,201,414462,20,10160
S104231,40,36760,2,2530
S104232,156,348816,13,5733
S104233,309,734493,18,6264
S104234,204,197064,6,6090
S104235,68,165852,3,5511
S104236,367,276351,69,71829
S104237,172,352772,21,38955
S104238,158,303202,28,49812
S104239,50,122000,5,3235
S104240,204,159324,17,10557
S104241,495,567270,5,6000
S104242,306,751536,54,35262
S104243,449,1081641,28,10304
S104244,236,241192,9,15894
S104245,19,43111,0,0
S104246,102,146268,5,1555
S104247,401,413832,54,104274
S104248,116,180380,20,31220
S104249,438,854538,5,6505
S104250,11,19217,0,0
S104251,486,786348,81,37584
S104252,85,64175,1,1888
S104253,427,563640,15,14160
S104254,164,205492,12,6312
S104255,193,170419,22,17446
S104256,393,222438,66,47058
S104257,24,25560,1,724
S104258,225,531225,38,43244
S104259,156,232284,12,18900
S104260,348,270744,22,6864
S104261,369,338373,29,48604
S104262,230,197570,31,12276
S104263,112,212016,9,12186
S104264,3,7128,0,0
S104265,319,433840,15,23550
S104266,203,294553,3,3843
S104267,196,101528,4,3812
S104268,347,195361,2,1852
S104269,388,503236,67,69881
S104270,363,414546,66,76494
S104271,299,226343,16,8432
S104272,106,100912,21,27111
S104273,12,19740,0,0
S104274,394,324656,56,83776
S104275,283,330544,2,1370
S104276,66,82368,12,23628
S104277,52,46852,0,0
S104278,105,261030,15,20880
S104279,285,218025,50,33500
S104280,361,680846,49,46256
S104281,352,703648,25,26175
S104282,298,714306,9,13383
S104283,108,74628,5,8230
S104284,97,206707,16,24160
S104285,438,502824,79,101831
S104286,332,587640,55,82280
S104287,421,855472,36,46692
S104288,383,266568,36,58428
S104289,305,440115,38,45448
S104290,143,286000,28,41020
S104291,380,408120,31,61690
S104292,234,474084,1,487
S104293,254,419608,15,12570
S104294,487,643814,26,34112
S104295,275,126775,17,23715
S104296,298,120988,28,47712
S104297,406,401128,76,142272
S104298,418,525008,13,23335
S104299,75,76950,12,17304
S104300,108,182304,2,3856
S104301,72,30384,10,8200
S104302,447,469797,47,54661
S104303,124,202864,9,6228
S104304,399,264138,23,12535
S104305,360,767880,3,4503
S104306,30,68640,4,2808
S104307,297,593406,36,58572
S104308,15,30270,1,1423
S104309,235,113505,1,1721
S104310,246,494706,11,10780
S104311,295,610355,11,5731
S104312,143,162877,12,5556
S104313,440,686840,20,20620
S104314,32,50656,5,6735
S104315,210,508200,21,22743
S104316,369,470106,50,36000
S104317,439,540409,31,14694
S104318,304,431680,12,9492
S104319,406,452690,38,40964
S104320,197,101455,38,67488
S104321,98,234318,7,13293
S104322,493,468350,70,44310
S104323,497,319571,84,44856
S104324,162,297270,3,3582
S104325,255,471240,41,26322
S104326,9,8001,1,379
S104327,122,120536,3,2772
S104328,157,320908,20,16500
S104329,144,289584,18,6624
S104330,353,706706,43,27520
S104331,85,198560,5,2080
S104332,155,218240,4,3596
S104333,45,45855,1,868
S104334,472,891608,42,48762
S104335,213,338457,17,30328
S104336,185,434380,29,17574
S104337,24,9936,4,1376
S104338,430,829900,2,3320
S104339,263,152803,16,16448
S104340,274,512380,17,10421
S104341,256,454144,11,8096
S104342,47,81404,8,12080
S104343,311,371023,43,24553
S104344,73,118990,13,8242
S104345,281,409417,37,44474
S104346,107,213786,13,14469
S104347,32,67136,6,2172
S104348,38,20102,7,10990
S104349,159,287631,0,0
S104350,331,611357,33,52008
S104351,300,229200,23,29095
S104352,314,585924,25,48300
S104353,447,295914,72,69264
S104354,454,1056004,23,11937
S104355,390,926250,66,122364
S104356,310,462520,62,19220
S104357,396,410652,48,82416
S104358,204,490620,25,23500
S104359,142,188008,16,21360
S104360,167,196559,32,12096
S104361,165,201795,12,10044
S104362,109,112161,12,11892
S104363,331,816577,23,29233
S104364,209,516857,34,18802
S104365,474,870738,1,1889
S104366,323,791996,45,18135
S104367,437,258704,21,41181
S104368,307,189112,56,72408
S104369,228,479712,22,30954
S104370,71,43665,10,12410
S104371,383,381468,63,50022
S104372,190,411730,28,25508
S104373,72,39168,11,10945
S104374,430,937400,72,37224
S104375,170,90270,12,3684
S104376,290,219820,40,31280
S104377,240,177120,46,29578
S104378,273,375921,31,47895
S104379,19,11077,0,0
S104380,250,293000,46,54188
S104381,424,557560,58,92858
S104382,303,396930,21,35868
S104383,279,437193,16,27040
S104384,46,67298,3,3741
S104385,78,138606,8,11928
S104386,141,119427,18,10548
S104387,68,169116,9,5319
S104388,392,692664,4,2632
S104389,487,1152242,35,62930
S104390,353,520675,6,6870
S104391,360,190800,50,60900
S104392,430,588670,59,116053
S104393,443,256940,29,45414
S104394,101,199879,17,22253
S104395,370,777740,58,29000
S104396,89,88911,6,7416
S104397,115,111320,5,1870
S104398,107,66982,14,14882
S104399,11,20757,2,2550
S104400,28,26572,3,3519
S104401,20,46660,4,1500
S104402,487,538135,78,106860
S104403,20,45740,4,1900
S104404,82,59614,12,4212
S104405,494,819546,91,135954
S104406,19,17271,1,1868
S104407,214,380278,3,1122
S104408,117,78273,11,11847
S104409,279,338148,55,51260
S104410,105,161910,14,7070
S104411,414,365976,26,24570
S104412,334,281896,24,36192
S104413,180,180360,31,56792
S104414,403,589992,49,69678
S104415,49,104419,2,618
S104416,79,172141,6,7254
S104417,430,335400,44,56584
S104418,403,313131,34,11662
S104419,207,226251,19,24966
S104420,61,52033,2,1612
S104421,173,137708,29,22272
S104422,173,302577,31,60047
S104423,79,132009,9,16650
S104424,308,365904,50,61700
S104425,198,233442,4,7112
S104426,103,74057,1,1410
S104427,189,346626,27,10665
